"","fy","fund","agency","source","interfund_trans","from_fund","source_name.x","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","revenuesource","total","source_name_AWM","source_name.y","source_name_formula","rev_type","rev_type_name","amnesty","local","type_assigned","source_flag","med_option_recent","rev_type_new"
"126",2021,"0368","370","0821",NA,NA,"CIRCUIT CLERK",3292055.96,NA,"DRUG TREATMENT","TREASURER","D","SPECIAL STATE FUNDS","0368","0368","0",NA,"1","DRUG TREATMENT","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"127",2021,"0389","370","0821",NA,NA,"CIRCUIT CLERK",133912.28,NA,"SEXUAL ASSAULT SERVICES","TREASURER","D","SPECIAL STATE FUNDS","0389","0389","0",NA,"1","SEXUAL ASSAULT SERVICES","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"128",2021,"0528","370","0821",NA,NA,"CIRCUIT CLERK",29645.63,NA,"DOMESTIC VIOLENCE ABUSER SERVI","TREASURER","D","SPECIAL STATE FUNDS","0528","0528","0",NA,"1","DOMESTIC VIOLENCE ABUSER SERVI","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"129",2021,"0532","370","0821",NA,NA,"CIRCUIT CLERK",3469.75,NA,"IL DOC PAROLE DIV OFNDR SPRVSN","TREASURER","D","SPECIAL STATE FUNDS","0532-B","0532","2",NA,"1","DOC PAROLE DIVN OFFENDER SUPER","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"130",2021,"0535","370","0821",NA,NA,"CIRCUIT CLERK",40013.09,NA,"OFFENDER REGISTRATION","TREASURER","D","SPECIAL STATE FUNDS","0535","0535","0",NA,"1","SEX OFFENDER REGISTRATION","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"131",2021,"0537","370","0821",NA,NA,"CIRCUIT CLERK",1043558.66,NA,"STATE OFFENDER DNA IDENTIFICAT","TREASURER","D","SPECIAL STATE FUNDS","0537","0537","0",NA,"1","STATE OFFENDER DNA IDENTIFICAT","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"132",2021,"0572","370","0821",NA,NA,"CIRCUIT CLERK",120448.19,NA,"FIRE TRUCK REVOLVING LOAN","TREASURER","D","SPECIAL STATE FUNDS","0572","0572","0",NA,"1","FIRE TRUCK REVOLVING LOAN","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"133",2021,"0589","370","0821",NA,NA,"CIRCUIT CLERK",199717.91,NA,"TRANS SAFETY HIGHWAY HIRE-BACK","TREASURER","D","SPECIAL STATE FUNDS","0589","0589","0",NA,"1","TRANS SAFETY HIGHWAY HIRE-BACK","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"134",2021,"0589","494","0821",NA,NA,"CIRCUIT CLERK",66796.74,NA,"TRANS SAFETY HIGHWAY HIRE-BACK","TRANSPORTATION","D","SPECIAL STATE FUNDS","0589","0589","0",NA,"1","TRANS SAFETY HIGHWAY HIRE-BACK","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"135",2021,"0665","370","0821",NA,NA,"CIRCUIT CLERK",85792.25,NA,"PRESCRIPT PILL & DRUG DISPOSAL","TREASURER","D","SPECIAL STATE FUNDS","0665-B","0665","2",NA,"1","PRESCRIPT PILL & DRUG DISPOSAL","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"136",2021,"0694","370","0821",NA,NA,"CIRCUIT CLERK",2564284.37,NA,"CAPITAL PROJECTS","TREASURER","F","DEBT SERVICE FUNDS","0694","0694","0",NA,"1","CAPITAL PROJECTS","F","Debt Service Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"137",2021,"0759","370","0821",NA,NA,"CIRCUIT CLERK",22801.11,NA,"SECRETARY OF STATE POLICE SERV","TREASURER","D","SPECIAL STATE FUNDS","0759","0759","0",NA,"1","SECRETARY OF STATE POLICE SERV","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"138",2021,"0817","493","0821",NA,NA,"CIRCUIT CLERK",327675.94,NA,"STATE POLICE OPERATIONS ASSIST","STATE POLICE","D","SPECIAL STATE FUNDS","0817","0817","0",NA,"1","STATE POLICE OPERATIONS ASSIST","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"139",2021,"0846","493","0821",NA,NA,"CIRCUIT CLERK",202.94,NA,"STATE POLICE STREETGANG CRIME","STATE POLICE","D","SPECIAL STATE FUNDS","0846","0846","0",NA,"1","STATE POLICE STREETGANG CRIME","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"140",2021,"0865","370","0821",NA,NA,"CIRCUIT CLERK",403923.03,NA,"DOMESTIC VIOLENCE SHELTER&SERV","TREASURER","D","SPECIAL STATE FUNDS","0865","0865","0",NA,"1","DOMESTIC VIOLENCE SHELTER&SERV","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"141",2021,"0878","422","0821",NA,NA,"CIRCUIT CLERK",574.37,NA,"DRUG TRAFFIC PREVENTION","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0878","0878","0",NA,"1","DRUG TRAFFIC PREVENTION","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"142",2021,"0878","493","0821",NA,NA,"CIRCUIT CLERK",176660.75,NA,"DRUG TRAFFIC PREVENTION","STATE POLICE","D","SPECIAL STATE FUNDS","0878","0878","0",NA,"1","DRUG TRAFFIC PREVENTION","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"143",2021,"0887","370","0821",NA,NA,"CIRCUIT CLERK",6661816.62,NA,"ST POLICE LAW ENFORCEMNT ADMIN","TREASURER","D","SPECIAL STATE FUNDS","0887-B","0887","2",NA,"1","ST POLICE LAW ENFORCEMNT ADMIN","G","Federal Trust Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"144",2021,"0905","422","0821",NA,NA,"CIRCUIT CLERK",623.04,NA,"IL FORESTRY DEVELOPMENT","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0905","0905","0",NA,"1","IL FORESTRY DEVELOPMENT","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"145",2021,"0906","370","0821",NA,NA,"CIRCUIT CLERK",108999.9,NA,"STATE POLICE SERVICES","TREASURER","D","SPECIAL STATE FUNDS","0906","0906","0",NA,"1","STATE POLICE SERVICES","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"146",2021,"0929","370","0821",NA,NA,"CIRCUIT CLERK",5510032.57,NA,"VIOLENT CRIME VICTIMS ASSIST","TREASURER","D","SPECIAL STATE FUNDS","0929","0929","0",NA,"1","VIOLENT CRIME VICTIMS ASSIST","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"147",2021,"0934","370","0821",NA,NA,"CIRCUIT CLERK",10902.99,NA,"CHILD ABUSE PREVENTION","TREASURER","D","SPECIAL STATE FUNDS","0934","0934","0",NA,"1","CHILD ABUSE PREVENTION","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"148",2021,"0979","370","0821",NA,NA,"CIRCUIT CLERK",84595.31,NA,"SCOTT'S LAW","TREASURER","D","SPECIAL STATE FUNDS","0979","0979","0",NA,"1","SCOTT'S LAW","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"149",2021,"0039","422","0822",NA,NA,"BOAT/CIRCUIT CLERK",36480.3,NA,"STATE BOATING ACT","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1",NA,NA,"BOAT/CIRCUIT CLERK","BOAT/CIRCUIT CLERK","BOAT/CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"150",2021,"0039","422","0823",NA,NA,"SNOWMOBILE/CIRCUIT CLERK",3947.82,NA,"STATE BOATING ACT","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1",NA,NA,"SNOWMOBILE/CIRCUIT CLERK","SNOWMOBILE/CIRCUIT CLERK","SNOWMOBILE/CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"151",2021,"0031","370","0824",NA,NA,"SURCHARGE/TRAFFIC OR CRIMINAL",2830694.25,NA,"DRIVERS EDUCATION","TREASURER","D","SPECIAL STATE FUNDS","0031","0031","0",NA,"1","DRIVERS EDUCATION","D","Special State Funds","1","1",NA,NA,"SURCHARGE/TRAFFIC OR CRIMINAL","SURCHARGE/TRAFFIC OR CRIMINAL","SURCHARGE/TRAFFIC OR CRIMINAL","78",".",NA,0,NA,NA,0,"78"
"152",2021,"0356","370","0824",NA,NA,"SURCHARGE/TRAFFIC OR CRIMINAL",1420919.68,NA,"LAW ENFORCEMENT CAMERA GRANT","TREASURER","D","SPECIAL STATE FUNDS","0356","0356","0",NA,"1","LAW ENFORCEMENT CAMERA GRANT","D","Special State Funds","1","1",NA,NA,"SURCHARGE/TRAFFIC OR CRIMINAL","SURCHARGE/TRAFFIC OR CRIMINAL","SURCHARGE/TRAFFIC OR CRIMINAL","78",".",NA,0,NA,NA,0,"78"
"153",2021,"0536","370","0824",NA,NA,"SURCHARGE/TRAFFIC OR CRIMINAL",550063.52,NA,"LEADS MAINTENANCE","TREASURER","D","SPECIAL STATE FUNDS","0536","0536","0",NA,"1","LEADS MAINTENANCE","D","Special State Funds","1","1",NA,NA,"SURCHARGE/TRAFFIC OR CRIMINAL","SURCHARGE/TRAFFIC OR CRIMINAL","SURCHARGE/TRAFFIC OR CRIMINAL","78",".",NA,0,NA,NA,0,"78"
"154",2021,"0879","370","0824",NA,NA,"SURCHARGE/TRAFFIC OR CRIMINAL",11054748.93,NA,"TRAFFIC & CRIM CONVICTION SUR","TREASURER","D","SPECIAL STATE FUNDS","0879","0879","0",NA,"1","TRAFFIC & CRIM CONVICTION SUR","D","Special State Funds","1","1",NA,NA,"SURCHARGE/TRAFFIC OR CRIMINAL","SURCHARGE/TRAFFIC OR CRIMINAL","SURCHARGE/TRAFFIC OR CRIMINAL","78",".",NA,0,NA,NA,0,"78"
"155",2021,"0011","493","0825",NA,NA,"OVERWEIGHT FINES/CRT CLERK",1951629.52,NA,"ROAD","STATE POLICE","B","HIGHWAY FUNDS","0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1",NA,NA,"OVERWEIGHT FINES/CRT CLERK","OVERWEIGHT FINES/CRT CLERK","OVERWEIGHT FINES/CRT CLERK","78",".",NA,0,NA,NA,0,"78"
"156",2021,"0694","493","0825",NA,NA,"OVERWEIGHT FINES/CRT CLERK",586452.51,NA,"CAPITAL PROJECTS","STATE POLICE","F","DEBT SERVICE FUNDS","0694","0694","0",NA,"1","CAPITAL PROJECTS","F","Debt Service Funds","1","1",NA,NA,"OVERWEIGHT FINES/CRT CLERK","OVERWEIGHT FINES/CRT CLERK","OVERWEIGHT FINES/CRT CLERK","78",".",NA,0,NA,NA,0,"78"
"157",2021,"0303","416","1114",NA,NA,"LOCAL IL GOVERNMENTAL UNITS",33280.51,NA,"STATE GARAGE REVOLVING","CENTRAL MANAGEMENT","H","REVOLVING FUNDS","0303","0303","0",NA,"1","STATE GARAGE REVOLVING","H","Revolving Funds","1","1",NA,NA,"LOCAL IL GOVERNMENTAL UNITS","LOCAL IL GOVERNMENTAL UNITS","LOCAL IL GOVERNMENTAL UNITS","78",".",NA,0,NA,NA,0,"78"
"158",2021,"0304","448","1114",NA,NA,"LOCAL IL GOVERNMENTAL UNITS",2880,NA,"TECHNOLOGY MGMNT REVOLVING","INNOVATION AND TECHNOLOGY","H","REVOLVING FUNDS","0304-B","0304","2",NA,"1","TECHNOLOGY MGMNT REVOLVING","H","Revolving Funds","1","1",NA,NA,"LOCAL IL GOVERNMENTAL UNITS","LOCAL IL GOVERNMENTAL UNITS","LOCAL IL GOVERNMENTAL UNITS","78",".",NA,0,NA,NA,0,"78"
"159",2021,"0793","478","1114",NA,NA,"LOCAL IL GOVERNMENTAL UNITS",56906952.18,NA,"HEALTHCARE PROVIDER RELIEF","HEALTHCARE & FAMILY SERVICES","D","SPECIAL STATE FUNDS","0793","0793","0",NA,"1","HEALTHCARE PROVIDER RELIEF","D","Special State Funds","1","1",NA,NA,"LOCAL IL GOVERNMENTAL UNITS","LOCAL IL GOVERNMENTAL UNITS","LOCAL IL GOVERNMENTAL UNITS","78",".",NA,0,NA,NA,0,"78"
"160",2021,"0095","494","1115",NA,NA,"AIRPORT AUTHORITY",2435633.18,NA,"FEDERAL/STATE/LOCAL AIRPORT","TRANSPORTATION","G","FEDERAL TRUST FUNDS","0095","0095","0",NA,"1","FEDERAL&LOCAL AIRPORT","G","Federal Trust Funds","1","1",NA,NA,"AIRPORT AUTHORITY","AIRPORT AUTHORITY","AIRPORT AUTHORITY","78",".",NA,0,NA,NA,0,"78"
"161",2021,"0011","494","1116",NA,NA,"PROPERTY SALES CITY-COUNTY ETC",99825756.71,NA,"ROAD","TRANSPORTATION","B","HIGHWAY FUNDS","0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1",NA,NA,"PROPERTY SALES CITY-COUNTY ETC","PROPERTY SALES CITY-COUNTY ETC","PROPERTY SALES CITY-COUNTY ETC","78",".",NA,0,NA,NA,0,"78"
"162",2021,"0906","493","1116",NA,NA,"PROPERTY SALES CITY-COUNTY ETC",3630,NA,"STATE POLICE SERVICES","STATE POLICE","D","SPECIAL STATE FUNDS","0906","0906","0",NA,"1","STATE POLICE SERVICES","D","Special State Funds","1","1",NA,NA,"PROPERTY SALES CITY-COUNTY ETC","PROPERTY SALES CITY-COUNTY ETC","PROPERTY SALES CITY-COUNTY ETC","78",".",NA,0,NA,NA,0,"78"
"163",2021,"0906","493","1120",NA,NA,"TRAINING EXPENSES",28429.86,NA,"STATE POLICE SERVICES","STATE POLICE","D","SPECIAL STATE FUNDS","0906","0906","0",NA,"1","STATE POLICE SERVICES","D","Special State Funds","1","1",NA,NA,"TRAINING EXPENSES","TRAINING EXPENSES","TRAINING EXPENSES","78",".",NA,0,NA,NA,0,"78"
"164",2021,"0001","103","1121",NA,NA,"MISCELLANEOUS",56.75,NA,"GENERAL REVENUE","AUDITOR GENERAL","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"165",2021,"0001","105","1121",NA,NA,"MISCELLANEOUS",16,NA,"GENERAL REVENUE","COMM GOVT FRCSTING & ACCNTBLTY","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"166",2021,"0001","110","1121",NA,NA,"MISCELLANEOUS",298.33,NA,"GENERAL REVENUE","IL LEGISLATIVE PRINTING UNIT","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"167",2021,"0001","201","1121",NA,NA,"MISCELLANEOUS",1008.51,NA,"GENERAL REVENUE","SUPREME COURT","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"168",2021,"0001","290","1121",NA,NA,"MISCELLANEOUS",40,NA,"GENERAL REVENUE","OFF OF THE STATE APPELLATE DEF","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"169",2021,"0001","340","1121",NA,NA,"MISCELLANEOUS",10437.76,NA,"GENERAL REVENUE","ATTORNEY GENERAL","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"170",2021,"0001","350","1121",NA,NA,"MISCELLANEOUS",93173.19,NA,"GENERAL REVENUE","SECRETARY OF STATE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"171",2021,"0001","370","1121",NA,NA,"MISCELLANEOUS",1767.58,NA,"GENERAL REVENUE","TREASURER","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"172",2021,"0001","402","1121",NA,NA,"MISCELLANEOUS",85,NA,"GENERAL REVENUE","AGING","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"173",2021,"0001","406","1121",NA,NA,"MISCELLANEOUS",25728.09,NA,"GENERAL REVENUE","AGRICULTURE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"174",2021,"0001","416","1121",NA,NA,"MISCELLANEOUS",103235.01,NA,"GENERAL REVENUE","CENTRAL MANAGEMENT","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"175",2021,"0001","418","1121",NA,NA,"MISCELLANEOUS",7305.24,NA,"GENERAL REVENUE","CHILDREN AND FAMILY SERVICES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"176",2021,"0001","426","1121",NA,NA,"MISCELLANEOUS",11512.6,NA,"GENERAL REVENUE","CORRECTIONS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"177",2021,"0001","444","1121",NA,NA,"MISCELLANEOUS",38549.89,NA,"GENERAL REVENUE","HUMAN SERVICES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"178",2021,"0001","446","1121",NA,NA,"MISCELLANEOUS",25,NA,"GENERAL REVENUE","INSURANCE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"179",2021,"0001","466","1121",NA,NA,"MISCELLANEOUS",11.14,NA,"GENERAL REVENUE","MILITARY AFFAIRS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"180",2021,"0001","478","1121",NA,NA,"MISCELLANEOUS",3116.97,NA,"GENERAL REVENUE","HEALTHCARE & FAMILY SERVICES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"181",2021,"0001","482","1121",NA,NA,"MISCELLANEOUS",3099.44,NA,"GENERAL REVENUE","PUBLIC HEALTH","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"182",2021,"0001","492","1121",NA,NA,"MISCELLANEOUS",347775.29,NA,"GENERAL REVENUE","REVENUE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"183",2021,"0001","497","1121",NA,NA,"MISCELLANEOUS",66283.85,NA,"GENERAL REVENUE","VETERANS' AFFAIRS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"184",2021,"0001","507","1121",NA,NA,"MISCELLANEOUS",18299359.21,NA,"GENERAL REVENUE","GOVERNOR'S OFF OF MGT & BUDGET","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"185",2021,"0001","510","1121",NA,NA,"MISCELLANEOUS",52.96,NA,"GENERAL REVENUE","EXECUTIVE ETHICS COMMISSION","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"186",2021,"0001","511","1121",NA,NA,"MISCELLANEOUS",15.8,NA,"GENERAL REVENUE","CAPITAL DEVELOPMENT BOARD","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"187",2021,"0001","528","1121",NA,NA,"MISCELLANEOUS",63039.27,NA,"GENERAL REVENUE","COURT OF CLAIMS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"188",2021,"0001","586","1121",NA,NA,"MISCELLANEOUS",1357.1,NA,"GENERAL REVENUE","STATE BOARD OF EDUCATION","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"189",2021,"0001","684","1121",NA,NA,"MISCELLANEOUS",32.4,NA,"GENERAL REVENUE","IL COMMUNITY COLLEGE BOARD","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"190",2021,"0011","494","1121",NA,NA,"MISCELLANEOUS",407184.52,NA,"ROAD","TRANSPORTATION","B","HIGHWAY FUNDS","0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"191",2021,"0018","524","1121",NA,NA,"MISCELLANEOUS",6603.12,NA,"TRANSPORTATION REGULATORY","IL COMMERCE COMMISSION","D","SPECIAL STATE FUNDS","0018","0018","0",NA,"1","TRANSPORTATION REGULATORY","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"192",2021,"0039","422","1121",NA,NA,"MISCELLANEOUS",811,NA,"STATE BOATING ACT","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"193",2021,"0040","422","1121",NA,NA,"MISCELLANEOUS",5342.26,NA,"STATE PARKS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"194",2021,"0041","422","1121",NA,NA,"MISCELLANEOUS",1009581.87,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"195",2021,"0052","427","1121",NA,NA,"MISCELLANEOUS",280125.74,NA,"FEDERAL TITLE III SS & EMPLOY","EMPLOYMENT SECURITY","G","FEDERAL TRUST FUNDS","0052","0052","0",NA,"1","FEDERAL TITLE III SS & EMPLOY","G","Federal Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
