fy,fund,fund_name,agency,agency_name,appr_org,org_name,obj_seq_type,appn_net_xfer,expenditure,data_source,object,category,sequence,type,trans_agency,trans_type,wh_approp_name,fund_cat,fund_cat_name.x,expenditurethrough6302022,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,refund,pension,eehc,group,group_name,year
2009,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",60,MINES AND MINERALS,11800000,119500,89883.74,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2009
2010,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",60,MINES AND MINERALS,11800000,123800,104697.9,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2010
2011,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",60,MINES AND MINERALS,11800000,163900,92700.83,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2011
2012,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",60,MINES AND MINERALS,11800000,161300,124585.86,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2012
2013,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",60,MINES AND MINERALS,11800000,70700,24479.62,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2013
2014,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",60,MINES AND MINERALS,11800000,178300,117073.98,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2014
2015,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",70,OFFICE OF OIL AND GAS,11800000,245700,180979.6,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2015
2016,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",70,OFFICE OF OIL AND GAS,11800000,352700,192274.05,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2016
2018,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",70,OFFICE OF OIL AND GAS,11800000,180000,20049.48,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2018
2019,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",70,OFFICE OF OIL AND GAS,11800000,180000,109457.18,exp ioc 12.11.2019,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2019
2020,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",70,OFFICE OF OIL AND GAS,11800000,220000,169300.01,exp ioc 03.11.2020,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2020
2021,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",70,OFFICE OF OIL AND GAS,11800000,265000,198966.34,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,D,SPECIAL STATE FUNDS,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2021
2022,0261,UNDERGROUND RESOURCE CONSERV,422,"NATURAL RESOURCES",70,OFFICE OF OIL AND GAS,11800000,266700,141561.88,exp_ioc_22.08.01,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,141561.88,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,not refund,0,1,422,422,2022
1998,0276,DRUNK/DRUGGED DRIVING PREVENT.,444,"HUMAN SERVICES, DEPT OF",15,DHS/EARNFARE ADVANCE,11800000,26500,22323.81,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0276,0276,0,NA,1,DRUNK&DRUGGED DRIVING PREVENT,D,Special State Funds,1,1,not refund,0,1,444,444,1998
1999,0276,DRUNK/DRUGGED DRIVING PREVENT.,444,"HUMAN SERVICES, DEPT OF",40,PROG ADMIN/DISABILITY-BEHAVIOR,11800000,27300,7270.42,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0276,0276,0,NA,1,DRUNK&DRUGGED DRIVING PREVENT,D,Special State Funds,1,1,not refund,0,1,444,444,1999
2000,0276,DRUNK/DRUGGED DRIVING PREVENT.,444,"HUMAN SERVICES, DEPT OF",40,PROG ADMIN/DISABILITY-BEHAVIOR,11800000,23200,9910,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0276,0276,0,NA,1,DRUNK&DRUGGED DRIVING PREVENT,D,Special State Funds,1,1,not refund,0,1,444,444,2000
2001,0276,DRUNK/DRUGGED DRIVING PREVENT.,444,"HUMAN SERVICES, DEPT OF",40,PROG ADMIN/DISABILITY-BEHAVIOR,11800000,25600,25010.54,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0276,0276,0,NA,1,DRUNK&DRUGGED DRIVING PREVENT,D,Special State Funds,1,1,not refund,0,1,444,444,2001
2002,0276,DRUNK&DRUGGED DRIVING PREVENT,444,HUMAN SERVICES,40,PROG ADMIN/DISABILITY-BEHAVIOR,11800000,33600,26864.16,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0276,0276,0,NA,1,DRUNK&DRUGGED DRIVING PREVENT,D,Special State Funds,1,1,not refund,0,1,444,444,2002
1998,0281,IL TAX INCREMENT,492,REVENUE,10,ADMINISTRATION,11800000,21200,14913.6,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,1998
1999,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,21900,16893.55,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,1999
2000,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,23200,18973.68,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2000
2001,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,29800,28763.45,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2001
2002,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,33600,27993.36,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2002
2003,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,37200,19608.36,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2003
2004,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,44000,39346,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2004
2005,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,48000,46615.14,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2005
2006,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,56400,49904.85,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2006
2007,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,59200,52980.14,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2007
2008,0281,IL TAX INCREMENT,492,REVENUE,10,GOVERNMENT SERVICES,11800000,60400,52368.54,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2008
2009,0281,IL TAX INCREMENT,492,REVENUE,27,TAX OPERATIONS,11800000,64800,52694.14,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2009
2010,0281,IL TAX INCREMENT,492,REVENUE,27,TAX OPERATIONS,11800000,64800,53813.22,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2010
2011,0281,IL TAX INCREMENT,492,REVENUE,27,TAX OPERATIONS,11800000,64800,61165.92,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2011
2012,0281,IL TAX INCREMENT,492,REVENUE,27,TAX OPERATIONS,11800000,69200,69106.08,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2012
2013,0281,IL TAX INCREMENT,492,REVENUE,27,TAX OPERATIONS,11800000,92000,73713.6,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0281,0281,0,NA,1,IL TAX INCREMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2013
1998,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,132500,115456.87,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,1998
1999,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,136700,131734.8,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,1999
2000,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,154000,152737.85,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2000
2001,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,186500,185903.44,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2001
2002,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,220000,218012.68,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2002
2003,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,232500,203757.96,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2003
2004,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,275000,233331.6,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2004
2005,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,306704,289859.79,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2005
2006,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,372600,358152.55,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2006
2007,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,435000,399651.6,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2007
2008,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,580800,517610.07,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2008
2009,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,620100,554190.24,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2009
2010,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,731400,515561.37,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2010
2011,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,565500,538182.77,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2011
2012,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,647000,601293.22,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2012
2013,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,758000,756666.79,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2013
2014,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,775000,710429.79,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2014
2015,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,897000,735198.97,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2015
2016,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,897000,843814.03,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2016
2017,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,897000,828216.94,exp ioc 17.11.29,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2017
2018,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,935280,695820.19,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2018
2019,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,936000,721219.65,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2019
2020,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,936000,594117.12,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2020
2021,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,1090000,654926.88,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2021
2022,0294,USED TIRE MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,1090000,735652.83,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,735652.83,0294,0294,0,NA,1,USED TIRE MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2022
1998,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,DIVISION OF FISHERIES,11800000,148600,139523.87,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,1998
1999,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,DIVISION OF FISHERIES,11800000,148300,147085.52,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,1999
2000,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,DIVISION OF FISHERIES,11800000,156000,155714.18,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2000
2001,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,DIVISION OF FISHERIES,11800000,207500,199294.44,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2001
2002,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,DIVISION OF FISHERIES,11800000,235800,231533.51,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2002
2003,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,DIVISION OF FISHERIES,11800000,270200,223458,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2003
2004,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,329500,277233.34,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2004
2005,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,329500,324363.78,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2005
2006,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,313700,292739.23,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2006
2007,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,303800,300671.47,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2007
2008,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,306000,303988.84,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2008
2009,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,327200,295947.9,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2009
2010,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,313800,208966.6,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2010
2011,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,325400,302177.52,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2011
2012,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,329100,257587.43,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2012
2013,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,431200,429871.85,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2013
2014,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,442800,356125.82,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2014
2015,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,617500,366213.8,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2015
2016,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,488750,350822.04,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2016
2017,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,420000,380199.74,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2017
2018,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,555000,393726.34,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2018
