fy,fund,agency,source,interfund_trans,from_fund,source_name.x,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,revenuesource,total,source_name_AWM,source_name.y,source_name_formula,rev_type,rev_type_name,amnesty,local,type_assigned,source_flag
2001,0475,553,0577,0,.,CONTRIBUTIONS BY EMPLOYER,546962944.03,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2001,0477,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,22009063.9,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2001,0479,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,353781283.26,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2001,0481,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,3798980,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2001,0786,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,16020,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2001,0787,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,169862,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2001,0789,593,0577,0,.,CONTRIBUTIONS BY EMPLOYER,12287,rev IOC 13.08.02,NA,NA,NA,NA,0789,0789,0,NA,0,TEACHER RETIRE SYS EX BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2002,0475,553,0577,0,.,CONTRIBUTIONS BY EMPLOYER,533243689.6,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2002,0477,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,20948316,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2002,0479,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,374737198.7,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2002,0481,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,3500423.92,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2002,0786,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,28218,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2002,0787,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,128310,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2002,0789,593,0577,0,.,CONTRIBUTIONS BY EMPLOYER,271395,rev IOC 13.08.02,NA,NA,NA,NA,0789,0789,0,NA,0,TEACHER RETIRE SYS EX BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2003,0475,553,0577,0,.,CONTRIBUTIONS BY EMPLOYER,545610087.5,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2003,0477,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,28419719.64,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2003,0479,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,378572976.16,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2003,0481,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,4856628.15,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2003,0786,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,23819,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2003,0787,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,136426,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2003,0788,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,27267.91,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2003,0789,593,0577,0,.,CONTRIBUTIONS BY EMPLOYER,4000000,rev IOC 13.08.02,NA,NA,NA,NA,0789,0789,0,NA,0,TEACHER RETIRE SYS EX BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0001,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,46578236.05,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0475,553,0577,0,.,CONTRIBUTIONS BY EMPLOYER,627902368.23,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0477,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,31026341.46,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0479,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,322701142,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0481,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,4966171.29,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0786,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,22100,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0787,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,144700,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0788,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,65700,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2004,0789,593,0577,0,.,CONTRIBUTIONS BY EMPLOYER,7000000,rev IOC 13.08.02,NA,NA,NA,NA,0789,0789,0,NA,0,TEACHER RETIRE SYS EX BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0001,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,5420948.54,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0475,553,0577,0,.,CONTRIBUTIONS BY EMPLOYER,744438731.5,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0477,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,12408308.82,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0479,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,616671139.17,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0481,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,1814734,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0786,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,23600,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0787,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,218700,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0788,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,56950,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2006,0475,553,0577,0,.,CONTRIBUTIONS BY EMPLOYER,838198476.58,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2006,0477,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,31637110.96,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2006,0479,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,288333284.23,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2006,0481,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,4523756.39,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2006,0786,131,0577,0,.,CONTRIBUTIONS BY EMPLOYER,19300,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2006,0787,275,0577,0,.,CONTRIBUTIONS BY EMPLOYER,215800,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2006,0788,589,0577,0,.,CONTRIBUTIONS BY EMPLOYER,58924.32,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2007,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,888180105.44,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2007,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,35006700,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2007,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,428977164.74,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2007,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,5414935.36,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2007,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,21400,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2007,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,230100,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2007,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,53675,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,951724062.33,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,42821457.3,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,653904437.31,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,6227417,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,14900,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,207000,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,41200,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,965304834.05,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,38852127,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,843157061.81,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,5724855.26,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,12800,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,244000,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,62810,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1018348502.49,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,24830915,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
